Player,Nation,Age,Pos,Squad,Comp,MP,Starts,Min,90s,Touches,Carries,PrgDist,PrgC,PrgP,PrgR,Att_stats_possession,Succ,Succ%,Gls,Ast,G+A,xG,npxG,xAG,xG+xAG,Crs,Tkl,Int,Tkl+Int,Blocks,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,G-xG,np:G-xG,KP,PPA,1/3,CrsPA,SCA,SCA90,GCA,GCA90,Att Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Live_stats_possession,Rec,Won,Lost,Cmp,Clr,FatigueIndex,StyleInsight,PlayerCluster,PlayerStyle,PlayerImg,TeamImg
Nayef Aguerd,ma MAR,29.0,DF,Marseille,fr Ligue 1,9,9,783,8.7,917,682,4857,7,44,1,0,0,,1,0,1,0.4,0.4,0.1,0.05,0,14,10,24,1,5,1,20.0,0.57,0.11,0.2,1.0,0.6,0.6,2,0,62,0,5,0.57,2,0.23,6,322,571,28,917,711,25,0,793,32,1.6315597772420882,Liga ofensiva y vertical,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Nayef_Aguerd_vs_Niger%2C_5_Sept_2025.jpg/250px-Nayef_Aguerd_vs_Niger%2C_5_Sept_2025.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/West_Ham_United_FC_logo.svg/250px-West_Ham_United_FC_logo.svg.png
Nayef Aguerd,ma MAR,29.0,DF,Marseille,fr Ligue 1,9,9,783,8.7,917,682,4857,7,44,1,0,0,,1,0,1,0.4,0.4,0.1,0.05,0,14,10,24,1,5,1,20.0,0.57,0.11,0.2,1.0,0.6,0.6,2,0,62,0,5,0.57,2,0.23,6,322,571,28,917,711,25,0,793,32,1.6315597772420882,Liga ofensiva y vertical,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Nayef_Aguerd_vs_Niger%2C_5_Sept_2025.jpg/250px-Nayef_Aguerd_vs_Niger%2C_5_Sept_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/250px-Olympique_Marseille_logo.svg.png
Ruben Aguilar,fr FRA,32.0,DF,Lens,fr Ligue 1,14,13,1064,11.8,768,335,2900,26,50,87,10,4,40.0,0,0,0,0.3,0.3,1.2,0.13,59,23,17,40,16,6,1,16.7,0.51,0.08,0.0,0.0,-0.3,-0.3,15,19,41,8,34,2.87,3,0.25,30,185,314,275,768,482,9,7,517,19,1.345403656240478,Liga ofensiva y vertical,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Aguilar_rcl_asse_2425.png/250px-Aguilar_rcl_asse_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/RC_Lens_logo.svg/250px-RC_Lens_logo.svg.png
Honest Ahanor,it ITA,17.0,DF,Atalanta,it Serie A,7,6,516,5.7,361,202,1149,6,15,6,5,1,20.0,0,0,0,1.0,1.0,0.0,0.18,1,12,8,20,2,5,0,0.0,0.87,0.0,0.0,,-1.0,-1.0,0,1,21,0,2,0.35,0,0.0,10,158,171,35,361,251,9,4,261,17,0.0539109150437113,Liga equilibrada,0,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Logo_Atalanta_Bergamo.svg/250px-Logo_Atalanta_Bergamo.svg.png
Lucas Ahijado,es ESP,30.0,DF,Oviedo,es La Liga,5,3,371,4.1,246,110,959,4,11,4,12,5,41.7,0,1,1,0.2,0.2,0.5,0.16,4,20,4,24,5,3,1,33.3,0.73,0.24,0.0,0.0,-0.2,-0.2,3,4,7,1,10,2.43,2,0.49,3,94,110,45,246,117,4,3,146,12,-0.207523500669669,Liga equilibrada,3,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Real_Oviedo_logo.svg/250px-Real_Oviedo_logo.svg.png
Joseph Aidoo,gh GHA,30.0,DF,Celta Vigo,es La Liga,2,1,108,1.2,64,25,157,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,3,1,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,57,8,0,64,29,4,0,37,16,-0.9848432104958031,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/RC_Celta_de_Vigo_logo.svg/250px-RC_Celta_de_Vigo_logo.svg.png
Ola Aina,ng NGA,29.0,DF,Nott'ham Forest,eng Premier League,3,3,270,3.0,203,82,962,5,11,8,11,3,27.3,0,0,0,0.0,0.0,0.1,0.06,13,6,5,11,5,2,0,0.0,0.67,0.0,0.0,,0.0,0.0,2,2,13,1,1,0.33,0,0.0,3,70,75,62,203,108,4,0,125,14,-0.5080412642267402,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ola_Aina_2016.jpg/250px-Ola_Aina_2016.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Nottingham_Forest_F.C._logo.svg/120px-Nottingham_Forest_F.C._logo.svg.png
Abdelhamid Ait Boudlal,ma MAR,19.0,DF,Rennes,fr Ligue 1,7,6,468,5.2,302,156,1238,7,22,5,5,2,40.0,2,1,3,1.2,1.2,0.3,0.29,2,9,4,13,2,3,2,66.7,0.58,0.38,0.67,1.0,0.8,0.8,1,4,14,0,2,0.38,1,0.19,6,150,127,28,302,200,10,2,202,20,-0.1273172147772776,Liga ofensiva y vertical,0,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/40px-Flag_of_Morocco.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Stade_Rennais_FC.svg/250px-Stade_Rennais_FC.svg.png
Rayan Aït-Nouri,dz ALG,24.0,DF,Manchester City,eng Premier League,4,3,203,2.3,168,79,386,7,7,8,7,2,28.6,0,0,0,0.0,0.0,0.2,0.11,2,9,5,14,6,2,0,0.0,0.89,0.0,0.0,,0.0,0.0,2,0,6,0,4,1.77,1,0.44,2,60,66,42,168,98,3,4,109,9,-0.6400529643297354,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Rayan_A%C3%AFt-Nouri_playing_for_Algeria_in_2024.jpg/250px-Rayan_A%C3%AFt-Nouri_playing_for_Algeria_in_2024.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/250px-Manchester_City_FC_badge.svg.png
Tosin Aiyegun,bj BEN,27.0,"MF,FW",Lorient,fr Ligue 1,13,9,708,7.9,198,134,360,12,17,33,22,8,36.4,3,0,3,4.2,3.0,0.8,0.63,4,4,2,6,6,18,8,44.4,2.29,1.02,0.17,0.38,-1.2,0.0,8,4,16,0,16,2.03,1,0.13,28,24,88,88,197,152,4,2,100,5,-0.1228351341917062,Liga ofensiva y vertical,4,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/FC_Lorient_logo.svg/250px-FC_Lorient_logo.svg.png
Junior Ajayi,ci CIV,21.0,FW,Hellas Verona,it Serie A,1,0,1,0.0,3,1,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,1,0,0,3,3,3,1,0,1,0,-1.1939202646595612,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Ajayi_JR_28.jpg/250px-Ajayi_JR_28.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hellas_Verona_FC_logo_%282020%29.svg/250px-Hellas_Verona_FC_logo_%282020%29.svg.png
Kristoffer Ajer,no NOR,27.0,DF,Brentford,eng Premier League,8,5,468,5.2,241,102,824,6,16,7,8,2,25.0,0,1,1,0.5,0.5,0.7,0.23,2,15,7,22,3,7,2,28.6,1.35,0.38,0.0,0.0,-0.5,-0.5,1,3,8,0,5,0.96,1,0.19,17,83,115,45,241,130,21,4,121,21,-0.1586542935776819,Liga equilibrada,0,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Norway_Italy_-_June_2025_E_21_%28cropped%29.jpg/250px-Norway_Italy_-_June_2025_E_21_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Brentford_FC_crest.svg/250px-Brentford_FC_crest.svg.png
Ludovic Ajorque,fr FRA,31.0,FW,Brest,fr Ligue 1,14,14,1254,13.9,462,242,450,11,22,63,11,8,72.7,1,4,5,3.8,3.8,1.3,0.37,4,10,6,16,3,25,5,20.0,1.79,0.36,0.04,0.2,-2.8,-2.8,17,0,15,0,35,2.51,6,0.43,62,41,232,199,462,351,84,8,243,16,0.7414912320103632,Liga ofensiva y vertical,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ajorque_asse_sb_2425.png/250px-Ajorque_asse_sb_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Stade_Brestois_29_logo.svg/250px-Stade_Brestois_29_logo.svg.png
Manuel Akanji,ch SUI,30.0,DF,Inter,it Serie A,11,11,990,11.0,922,565,3933,13,53,10,2,1,50.0,0,0,0,0.4,0.4,0.2,0.05,3,19,8,27,6,7,0,0.0,0.64,0.0,0.0,,-0.4,-0.4,3,5,62,2,15,1.36,1,0.09,12,289,536,102,922,663,17,5,754,38,1.5848617435089256,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/f/f2/Ser-Swi_%2834%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/FC_Internazionale_Milano_2021.svg/250px-FC_Internazionale_Milano_2021.svg.png
Nathan Aké,nl NED,30.0,DF,Manchester City,eng Premier League,5,1,205,2.3,191,137,967,4,20,2,1,0,0.0,0,0,0,0.3,0.3,0.1,0.16,2,3,1,4,0,3,0,0.0,1.32,0.0,0.0,,-0.3,-0.3,1,3,18,2,3,1.32,0,0.0,3,68,103,20,191,151,5,0,155,9,-0.5869472000263704,Liga equilibrada,0,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Yokohama_F._Marinos_-_Manchester_City_%283-5%29_-_53075276224_%28Nathan_Ake%29.jpg/250px-Yokohama_F._Marinos_-_Manchester_City_%283-5%29_-_53075276224_%28Nathan_Ake%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/250px-Manchester_City_FC_badge.svg.png
Ilias Akhomach,ma MAR,21.0,"MF,FW",Villarreal,es La Liga,8,2,177,2.0,105,71,211,8,6,17,10,0,0.0,0,0,0,0.6,0.6,0.7,0.65,9,8,0,8,1,6,2,33.3,3.05,1.02,0.0,0.0,-0.6,-0.6,5,4,4,2,9,4.6,0,0.0,8,19,37,50,105,76,1,0,48,2,-0.7793285103908498,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ilias_Akhomach_at_the_Olympic_Games_2024_%28cropped%29.jpg/250px-Ilias_Akhomach_at_the_Olympic_Games_2024_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Villarreal_CF_logo-en.svg/250px-Villarreal_CF_logo-en.svg.png
Ebenezer Akinsanmiro,ng NGA,21.0,MF,Pisa,it Serie A,10,8,751,8.3,333,187,1007,18,39,21,24,14,58.3,0,1,1,0.6,0.6,0.8,0.17,7,18,10,28,1,10,3,30.0,1.2,0.36,0.0,0.0,-0.6,-0.6,7,4,34,1,17,2.04,2,0.24,9,67,192,83,333,192,6,4,200,9,0.3595454108264517,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Pisa_SC_crest.svg/250px-Pisa_SC_crest.svg.png
Maghnes Akliouche,fr FRA,23.0,"MF,FW",Monaco,fr Ligue 1,13,12,1025,11.4,641,366,1861,38,61,81,24,7,29.2,3,2,5,3.4,3.4,2.2,0.5,21,17,10,27,10,21,8,38.1,1.84,0.7,0.14,0.38,-0.4,-0.4,15,18,47,2,43,3.78,4,0.35,45,59,301,294,641,455,1,13,415,7,1.0219351977490698,Liga ofensiva y vertical,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Akliouche2_asse_asm_2425.png/250px-Akliouche2_asse_asm_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/LogoASMonacoFC2021.svg/250px-LogoASMonacoFC2021.svg.png
Clément Akpa,ci CIV,24.0,DF,Auxerre,fr Ligue 1,13,12,1080,12.0,768,480,4033,7,42,4,9,5,55.6,0,0,0,0.1,0.1,0.4,0.04,23,17,9,26,6,4,0,0.0,0.33,0.0,0.0,,-0.1,-0.1,7,6,44,2,13,1.08,0,0.0,2,388,340,48,768,517,21,4,530,50,1.5727662983855966,Liga ofensiva y vertical,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Akpro_aja_asse_2425.png/250px-Akpro_aja_asse_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/AJAuxerreLogo.svg/250px-AJAuxerreLogo.svg.png
Jean-Daniel Akpa-Akpro,ci CIV,33.0,MF,Hellas Verona,it Serie A,9,6,494,5.5,205,66,578,4,10,3,12,5,41.7,0,0,0,0.3,0.3,0.1,0.08,3,19,12,31,6,4,1,25.0,0.73,0.18,0.0,0.0,-0.3,-0.3,4,1,11,0,3,0.55,0,0.0,4,47,118,44,205,73,15,6,84,9,-0.1103447623210289,Liga equilibrada,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Akpa-Akpro_cropped.JPG/250px-Akpa-Akpro_cropped.JPG,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hellas_Verona_FC_logo_%282020%29.svg/250px-Hellas_Verona_FC_logo_%282020%29.svg.png
Kevin Akpoguma,ng NGA,30.0,DF,Hoffenheim,de Bundesliga,2,0,25,0.3,14,4,37,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,1,1,2,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,1,0,0,0.0,0,0.0,0,12,2,0,14,5,1,0,5,3,-1.1329037751206603,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/20161011_U21_AUT_GER_9295.jpg/250px-20161011_U21_AUT_GER_9295.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/250px-Logo_TSG_Hoffenheim.svg.png
David Alaba,at AUT,33.0,DF,Real Madrid,es La Liga,3,1,57,0.6,58,23,324,1,2,0,0,0,,0,0,0,0.0,0.0,0.0,0.05,0,0,0,0,0,1,1,100.0,1.58,1.58,0.0,0.0,0.0,0.0,0,0,0,0,1,1.58,0,0.0,0,27,30,1,58,43,1,0,48,4,-1.0525426424042943,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/David_Alaba_Training_2019-04-10_FC_Bayern_Muenchen-4_%28cropped%29.jpg/250px-David_Alaba_Training_2019-04-10_FC_Bayern_Muenchen-4_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Real_Madrid_CF.svg/250px-Real_Madrid_CF.svg.png
Raúl Albiol,es ESP,40.0,DF,Pisa,it Serie A,4,3,259,2.9,230,135,1552,0,12,0,0,0,,0,0,0,0.0,0.0,0.1,0.03,1,2,4,6,1,0,0,,0.0,0.0,,,0.0,0.0,1,1,9,0,2,0.69,0,0.0,0,125,104,1,230,142,4,1,154,38,-0.4126818221232272,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/UEFA_EURO_qualifiers_Sweden_vs_Spain_20191015_136_%28cropped%29.jpg/250px-UEFA_EURO_qualifiers_Sweden_vs_Spain_20191015_136_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Pisa_SC_crest.svg/250px-Pisa_SC_crest.svg.png
Carlos Alcaraz,ar ARG,23.0,"MF,FW",Everton,eng Premier League,10,2,295,3.3,166,95,254,2,8,13,7,5,71.4,0,0,0,0.3,0.3,0.0,0.11,2,6,0,6,1,6,2,33.3,1.83,0.61,0.0,0.0,-0.3,-0.3,1,1,9,0,8,2.44,0,0.0,9,21,93,55,166,101,3,4,104,0,-0.6375322066564626,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Carlos_Alcaraz_2025_FO.jpg/250px-Carlos_Alcaraz_2025_FO.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Everton_FC_logo.svg/250px-Everton_FC_logo.svg.png
Omar Alderete,py PAR,28.0,DF,Sunderland,eng Premier League,9,8,758,8.4,489,299,2726,10,31,2,7,5,71.4,1,1,2,0.6,0.6,0.1,0.08,4,13,11,24,3,6,2,33.3,0.71,0.24,0.17,0.5,0.4,0.4,2,3,26,2,7,0.83,1,0.12,12,225,238,29,489,319,20,3,327,51,0.7478744391080135,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Omar_Alderete_2019_%28cropped%29.jpg/250px-Omar_Alderete_2019_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/330px-Logo_Sunderland.svg.png
Alexandre Alemão,br BRA,27.0,FW,Rayo Vallecano,es La Liga,10,6,534,5.9,155,69,163,0,6,26,3,2,66.7,1,0,1,1.6,1.6,0.1,0.29,2,4,0,4,4,13,6,46.2,2.19,1.01,0.08,0.17,-0.6,-0.6,3,2,3,0,5,0.84,0,0.0,19,15,70,71,155,107,8,6,57,7,-0.4553175789539806,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Carles Aleñá,es ESP,27.0,"MF,FW",Alavés,es La Liga,14,10,832,9.2,531,286,1324,5,28,33,13,3,23.1,0,3,3,1.0,1.0,1.0,0.21,41,16,3,19,7,12,2,16.7,1.3,0.22,0.0,0.0,-1.0,-1.0,12,7,38,5,26,2.81,3,0.32,13,75,260,201,531,363,8,4,339,15,0.5224615446279621,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/0/0b/Carles_Alena_2017.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Escudo_Deportivo_Alav%C3%A9s.png/250px-Escudo_Deportivo_Alav%C3%A9s.png
Trent Alexander-Arnold,eng ENG,27.0,DF,Real Madrid,es La Liga,7,4,338,3.8,338,218,1241,6,15,20,3,1,33.3,0,0,0,0.1,0.1,0.8,0.22,40,8,8,16,3,3,0,0.0,0.8,0.0,0.0,,-0.1,-0.1,7,4,23,3,13,3.46,0,0.0,3,55,132,154,338,237,2,4,239,2,-0.1467491319053813,Liga equilibrada,3,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Trent_Alexander-Arnold_2018_%28cropped%29.jpg/250px-Trent_Alexander-Arnold_2018_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Real_Madrid_CF.svg/250px-Real_Madrid_CF.svg.png
Alfon,es ESP,26.0,"FW,DF",Sevilla,es La Liga,8,4,299,3.3,121,78,189,8,8,30,16,3,18.8,1,0,1,0.6,0.6,0.2,0.27,4,1,1,2,1,10,6,60.0,3.01,1.81,0.1,0.17,0.4,0.4,5,2,6,0,11,3.31,0,0.0,21,10,31,81,121,88,2,1,57,5,-0.7159202448961299,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Sevilla_FC_logo.svg/250px-Sevilla_FC_logo.svg.png
Mohamed Ali Cho,fr FRA,21.0,FW,Nice,fr Ligue 1,7,6,451,5.0,196,131,478,19,20,42,14,3,21.4,2,2,4,0.9,0.9,1.1,0.41,14,2,2,4,5,8,3,37.5,1.6,0.6,0.25,0.67,1.1,1.1,10,15,9,5,19,3.79,4,0.8,21,18,85,98,196,148,6,0,111,2,-0.4102616210056273,Liga ofensiva y vertical,3,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Cho_asse_ogcn_2425.png/250px-Cho_asse_ogcn_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/OGC_Nice_logo.svg/250px-OGC_Nice_logo.svg.png
Alisson,br BRA,33.0,GK,Liverpool,eng Premier League,8,8,720,8.0,318,220,3997,0,4,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,3,0,1,0.12,1,0.12,0,303,16,0,318,200,1,0,262,5,0.5210354446391325,Liga equilibrada,2,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alisson_in_2018.jpg/250px-Alisson_in_2018.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/250px-Liverpool_FC.svg.png
Jim Allevinah,ga GAB,30.0,"FW,DF",Angers,fr Ligue 1,3,0,80,0.9,27,19,34,1,1,1,5,1,20.0,0,0,0,0.3,0.3,0.0,0.29,1,1,0,1,0,2,0,0.0,2.25,0.0,0.0,,-0.3,-0.3,0,0,0,0,0,0.0,0,0.0,2,9,14,6,27,16,0,0,10,1,-1.0664888384247595,Liga ofensiva y vertical,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Allevinah_asse_sco_2425.png/250px-Allevinah_asse_sco_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Angers_SCO_logo.svg/250px-Angers_SCO_logo.svg.png
Thiago Almada,ar ARG,24.0,"MF,FW",Atlético Madrid,es La Liga,7,3,296,3.3,227,143,621,11,20,13,9,7,77.8,2,1,3,1.7,1.7,0.7,0.76,9,4,2,6,4,8,5,62.5,2.43,1.52,0.25,0.4,0.3,0.3,6,5,12,1,12,3.65,3,0.91,10,34,105,90,227,164,1,3,162,3,-0.5133957036329564,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Almada_asse_ol_2425.png/250px-Almada_asse_ol_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Atletico_Madrid_Logo_2024.svg/250px-Atletico_Madrid_Logo_2024.svg.png
Domingos André Ribeiro Almeida,pt POR,25.0,"MF,FW",Valencia,es La Liga,7,3,323,3.6,228,150,810,9,31,13,10,5,50.0,0,0,0,0.1,0.1,0.6,0.22,21,10,5,15,3,3,1,33.3,0.84,0.28,0.0,0.0,-0.1,-0.1,4,6,21,1,16,4.46,1,0.28,2,26,119,85,228,171,0,1,160,1,-0.3365976789332678,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Valenciacf.svg/250px-Valenciacf.svg.png
Pontus Almqvist,se SWE,26.0,"DF,MF",Parma,it Serie A,7,4,350,3.9,138,78,233,10,3,23,14,4,28.6,0,0,0,0.1,0.1,1.0,0.27,4,7,3,10,1,1,0,0.0,0.26,0.0,0.0,,-0.1,-0.1,7,4,1,3,13,3.34,0,0.0,7,23,60,56,138,80,5,5,60,2,-0.5568421288463141,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/9Almqvist1_%28cropped%29.jpg/250px-9Almqvist1_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_Parma_Calcio_1913_%28adozione_2016%29.svg/250px-Logo_Parma_Calcio_1913_%28adozione_2016%29.svg.png
Marcos Alonso,es ESP,34.0,DF,Celta Vigo,es La Liga,11,10,893,9.9,952,600,4272,30,74,11,6,4,66.7,0,0,0,0.3,0.3,0.4,0.07,7,17,14,31,6,8,1,12.5,0.81,0.1,0.0,0.0,-0.3,-0.3,4,6,82,2,10,1.01,0,0.0,11,380,477,101,952,688,20,7,746,65,1.6289878897234034,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/RC_Celta_de_Vigo_logo.svg/250px-RC_Celta_de_Vigo_logo.svg.png
Adrià Altimira,es ESP,24.0,DF,Villarreal,es La Liga,1,0,9,0.1,9,6,48,1,1,1,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,2,0,0,0.0,0,0.0,0,5,5,0,9,6,0,0,8,0,-1.1584787833638106,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Villarreal_CF_logo-en.svg/250px-Villarreal_CF_logo-en.svg.png
Sergi Altimira,es ESP,24.0,MF,Betis,es La Liga,8,5,478,5.3,352,186,1101,7,12,2,3,2,66.7,1,1,2,0.1,0.1,0.2,0.06,1,22,13,35,2,1,1,100.0,0.19,0.19,1.0,1.0,0.9,0.9,4,0,22,0,7,1.32,1,0.19,3,109,216,34,352,226,7,8,267,9,0.1642223421851163,Liga equilibrada,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Real_betis_logo.svg/250px-Real_betis_logo.svg.png
Carlos Álvarez,es ESP,22.0,"MF,FW",Levante,es La Liga,14,11,940,10.4,476,291,1579,22,56,26,33,8,24.2,2,1,3,1.1,1.1,2.6,0.35,24,14,6,20,5,13,4,30.8,1.24,0.38,0.15,0.5,0.9,0.9,18,16,41,0,39,3.73,3,0.29,18,59,253,169,476,322,1,11,273,2,0.6988171307402703,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/250px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png
Hugo Álvarez,es ESP,22.0,"FW,MF",Celta Vigo,es La Liga,7,3,343,3.8,205,112,427,7,15,24,7,2,28.6,1,0,1,0.1,0.1,0.2,0.06,4,7,3,10,7,1,1,100.0,0.26,0.26,1.0,1.0,0.9,0.9,6,5,4,0,9,2.36,0,0.0,9,33,79,95,205,150,1,1,130,7,-0.4884294512777377,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/RC_Celta_de_Vigo_logo.svg/250px-RC_Celta_de_Vigo_logo.svg.png
